type,release_year,rating,duration,director_en,country_en,listed_in_en
Movie,2016,TV-PG,70,[1786],[54],"[4, 20]"
Movie,2016,TV-MA,62,[1485],[54],"[5, 19]"
Movie,2016,TV-MA,104,[2544],[8],"[8, 23, 28]"
Movie,2019,TV-PG,85,[3176],[0],"[2, 17, 24]"
Movie,2019,TV-MA,24,[0],[54],[20]
Movie,2018,TV-MA,116,[44],[117],"[4, 23]"
Movie,2017,TV-MA,67,[943],[54],[29]
Movie,2016,TV-MA,97,[3321],[54],"[13, 23, 28]"
Movie,2014,NR,81,[24],[54],[29]
Movie,2019,TV-MA,109,[1098],"[59, 160]","[8, 23, 24]"
Movie,2018,PG,106,[215],[54],"[9, 23]"
Movie,2018,TV-MA,63,[2073],[0],[29]
Movie,2017,TV-14,109,[668],"[36, 101]","[8, 23, 28]"
Movie,2016,TV-MA,99,[823],[59],"[4, 8, 23]"
Movie,2015,TV-14,57,[590],[54],"[26, 27]"
Movie,2003,TV-MA,121,[2853],[0],"[8, 13, 23]"
Movie,2011,TV-14,164,[2457],[86],"[8, 23]"
Movie,2019,TV-14,110,[3067],[0],"[8, 13, 25]"
Movie,2017,TV-14,99,[1638],[86],"[8, 25, 28]"
Movie,2006,TV-14,122,[923],[86],"[8, 23, 24]"
Movie,2019,TV-MA,85,[220],[86],"[8, 23, 28]"
Movie,1977,TV-14,172,[2755],[86],"[1, 31, 34]"
Movie,2007,TV-14,134,[3111],[86],"[8, 23, 28]"
Movie,2009,TV-14,95,[361],[86],"[8, 23]"
Movie,1972,TV-PG,125,[1858],[86],"[2, 11, 31]"
Movie,1982,TV-14,121,[2488],[86],"[8, 23, 28]"
Movie,2019,PG-13,90,[2518],[0],"[4, 26]"
Movie,2006,TV-14,151,[1772],[86],"[8, 24, 26]"
Movie,2003,TV-MA,114,[3485],[86],"[8, 13, 25]"
Movie,1973,TV-14,168,[51],[86],"[2, 8, 11]"
Movie,2002,TV-14,132,[937],"[54, 85]",[25]
Movie,2000,TV-14,132,[1768],[86],"[8, 24, 26]"
Movie,1988,R,87,[608],[54],"[0, 21]"
Movie,1975,TV-PG,127,[1858],[86],"[8, 11, 31]"
Movie,2006,TV-14,97,[2340],[86],"[8, 13, 22]"
Movie,2007,TV-14,128,[2148],[86],"[8, 31, 34]"
Movie,2002,PG-13,133,[106],"[7, 102]",[34]
Movie,1978,TV-14,158,[2110],[86],"[1, 2, 34]"
Movie,2002,TV-14,151,[1348],[86],"[8, 23, 28]"
Movie,1990,TV-14,163,[901],[86],"[2, 8, 34]"
Movie,1997,TV-MA,161,[3400],[86],"[2, 8, 34]"
Movie,1979,TV-PG,137,[1858],[86],"[8, 11, 31]"
Movie,1995,PG-13,130,[693],"[7, 102]",[34]
Movie,2006,TV-14,148,[2214],[86],"[8, 26]"
Movie,2001,PG-13,124,[2688],[54],"[24, 26]"
Movie,1976,TV-14,156,[3180],[86],"[2, 31, 34]"
Movie,2019,TV-MA,89,[136],[54],[26]
Movie,2006,TV-14,163,[146],[86],"[8, 23, 24]"
Movie,2009,TV-14,132,[3160],[86],"[8, 23]"
Movie,1960,TV-14,181,[2521],[0],"[2, 8, 34]"
Movie,2013,TV-MA,125,[2104],[86],"[13, 33]"
Movie,1997,TV-14,133,[1768],[86],"[8, 24, 26]"
Movie,1981,TV-14,173,[735],[86],"[2, 8, 34]"
Movie,1982,TV-PG,140,[2574],[86],"[2, 26, 28]"
Movie,1980,TV-PG,120,[1858],[86],"[2, 11, 31]"
Movie,1972,TV-14,115,[25],[86],"[24, 33]"
Movie,2017,TV-MA,126,[1484],[86],"[8, 23, 28]"
Movie,2005,TV-14,137,[1768],[86],"[8, 26, 27]"
Movie,1983,TV-14,138,[3442],[86],"[8, 23, 28]"
Movie,2004,TV-PG,158,[1768],[86],"[8, 24, 26]"
Movie,1982,TV-14,171,[3180],[86],"[8, 31, 34]"
Movie,2018,TV-MA,108,[86],[0],"[8, 13, 23]"
Movie,2017,TV-14,96,[2468],[86],"[8, 23, 28]"
Movie,1974,TV-PG,104,[1267],[86],"[2, 26, 28]"
Movie,1985,TV-14,178,[51],[86],"[2, 8, 11]"
Movie,2005,TV-14,154,[1599],[86],"[2, 8, 26]"
Movie,1984,PG-13,114,[16],[54],"[14, 34]"
Movie,2010,TV-14,136,[2675],[86],"[8, 23, 28]"
Movie,1982,TV-14,118,[829],[86],"[8, 23, 28]"
Movie,1983,TV-14,137,[1900],[86],"[8, 23, 24]"
Movie,1964,TV-14,228,[51],[86],"[2, 8, 11]"
Movie,1982,TV-14,153,[870],[86],"[2, 14, 26]"
Movie,1990,TV-MA,168,[3485],[86],"[2, 8, 34]"
Movie,1977,TV-PG,123,[1267],[86],"[8, 23, 28]"
Movie,2018,TV-MA,121,[489],[86],"[8, 23]"
Movie,1979,TV-14,161,[2072],[86],"[1, 14, 34]"
Movie,1999,PG-13,128,[535],"[7, 102]",[34]
Movie,1997,PG-13,119,[2226],"[7, 102]",[34]
Movie,2007,TV-MA,130,[3160],[86],"[8, 23, 28]"
Movie,1985,TV-14,134,[627],[86],"[2, 26, 28]"
Movie,2017,TV-14,105,[26],"[134, 154]","[8, 23, 28]"
Movie,2018,TV-14,130,[738],[86],"[2, 8, 26]"
Movie,2018,TV-14,113,[1490],[86],"[8, 13, 23]"
Movie,2014,TV-MA,131,[2008],[86],"[2, 8, 26]"
Movie,1991,TV-MA,28,[866],[7],[29]
Movie,2015,TV-MA,34,[0],[0],[20]
Movie,1992,TV-MA,61,[2713],[7],[29]
Movie,1993,TV-MA,56,[2713],[7],[29]
Movie,1989,NR,81,"[2021, 2757]",[54],[29]
Movie,2013,TV-MA,68,[1208],[0],[29]
Movie,2008,TV-MA,58,[0],[7],[29]
Movie,2016,TV-MA,100,[2039],[131],"[8, 20, 27]"
Movie,1987,TV-MA,50,[2277],[54],[29]
Movie,1991,TV-MA,49,[2277],[54],[29]
Movie,1991,TV-MA,71,[2277],[0],[29]
Movie,2016,TV-MA,29,[0],[54],[20]
Movie,2018,TV-14,108,[0],[84],"[0, 8, 26]"
Movie,2018,TV-PG,125,[2737],[0],[19]
Movie,2018,TV-MA,72,[1514],[54],[20]
Movie,2018,TV-14,100,[1202],[83],"[8, 10, 34]"
Movie,1990,TV-14,30,[2204],[54],[29]
Movie,1991,TV-MA,30,[0],[54],[29]
Movie,2011,TV-MA,146,[291],[7],"[5, 19]"
Movie,2008,TV-MA,127,[291],[7],"[5, 19]"
Movie,2012,TV-MA,46,[943],[54],[29]
Movie,2011,TV-14,57,[3422],[54],[29]
Movie,2017,TV-MA,85,[3378],[154],[20]
Movie,2017,TV-MA,86,"[1149, 1875]",[54],"[4, 20]"
Movie,2014,TV-14,93,"[202, 2112]",[59],"[8, 20]"
Movie,2016,TV-PG,49,[394],[0],"[8, 20]"
Movie,2017,R,82,[3408],[54],"[8, 26]"
Movie,2017,TV-MA,100,[2780],"[99, 102]",[25]
Movie,2012,TV-PG,55,"[478, 2325]",[101],"[8, 20]"
Movie,2010,TV-14,53,[1676],"[83, 102]","[8, 20]"
Movie,2017,TV-G,87,[1839],[7],[17]
Movie,2016,TV-MA,93,[1289],[54],"[13, 23]"
Movie,2016,TV-MA,97,[2712],[131],"[8, 23, 28]"
Movie,2018,TV-MA,87,[663],[54],[20]
Movie,2015,R,90,[2288],[54],"[23, 28]"
Movie,2016,R,86,[480],"[7, 102]","[13, 25, 28]"
Movie,2016,R,102,[1241],[154],"[4, 8, 26]"
Movie,2019,TV-MA,46,[1129],[89],"[8, 26]"
Movie,2019,TV-MA,56,[2136],[54],[29]
Movie,2016,R,98,[669],[7],"[31, 34]"
Movie,2019,TV-14,108,[293],[54],"[2, 17]"
Movie,2018,TV-MA,88,[1347],[54],"[28, 34]"
Movie,2015,NR,96,[3353],"[59, 160]","[8, 23]"
Movie,2012,NR,84,[637],[131],"[8, 23, 28]"
Movie,2012,R,116,[2928],[54],[23]
Movie,2010,R,112,"[533, 1436]",[54],"[13, 25]"
Movie,2017,TV-14,105,[1892],[59],"[2, 31, 34]"
Movie,2013,TV-G,130,[1253],[54],"[17, 27, 31]"
Movie,2019,TV-MA,120,[318],[0],"[8, 23]"
Movie,2018,TV-MA,122,[912],"[10, 87, 129]","[8, 23]"
Movie,2017,TV-MA,97,[625],"[19, 28]","[8, 20, 27]"
Movie,2012,TV-14,109,[2494],[86],"[2, 31, 34]"
Movie,2016,R,122,[801],[7],"[8, 20, 27]"
Movie,2012,TV-14,116,[0],[86],"[8, 23, 24]"
Movie,2018,TV-MA,73,[2269],[89],"[8, 20]"
Movie,2018,TV-MA,96,[3255],[82],"[8, 13, 23]"
Movie,2016,TV-14,90,"[93, 2701]",[125],"[8, 20]"
Movie,2015,NR,101,[1788],[143],"[8, 23]"
Movie,2013,TV-MA,102,[2194],[47],"[8, 31, 34]"
Movie,2018,TV-14,73,[1744],"[44, 66, 95]","[8, 20]"
Movie,2019,PG,86,[2114],"[32, 54, 90]","[17, 31]"
Movie,2018,TV-MA,103,[54],[0],"[8, 26]"
Movie,2018,TV-14,91,[3478],[154],"[15, 23]"
Movie,2017,TV-14,106,[1706],[125],"[17, 27]"
Movie,2012,R,89,[652],[7],[34]
Movie,2019,TV-MA,79,[55],[43],"[8, 23, 28]"
Movie,2014,PG-13,110,[2502],"[54, 85]","[9, 15, 34]"
Movie,2016,PG-13,115,[3027],"[59, 153]","[8, 23]"
Movie,2017,R,91,[1184],[54],"[26, 28]"
Movie,2017,TV-MA,61,[943],[54],[29]
Movie,2017,TV-PG,94,"[1479, 1936]",[7],[20]
Movie,2015,TV-MA,29,[1885],[54],[18]
Movie,2019,R,97,[874],[54],"[0, 15, 34]"
Movie,2017,TV-PG,91,"[1591, 2965]",[83],"[24, 35]"
Movie,2019,PG-13,96,[1944],[54],"[17, 31]"
Movie,2019,R,103,[765],"[101, 102]","[2, 34]"
Movie,2017,R,95,"[82, 1806]","[59, 90]","[8, 31, 34]"
Movie,2019,PG-13,83,[2954],[54],"[13, 15, 25]"
Movie,2018,PG-13,150,"[1405, 2547]",[54],"[15, 34]"
Movie,2015,R,90,[3458],"[4, 85, 117, 139]","[13, 23]"
Movie,2017,TV-MA,93,[1242],[54],[20]
Movie,2013,NR,75,"[428, 2318]","[7, 102, 134]","[8, 20]"
Movie,2019,TV-14,117,[1847],[131],"[8, 26, 27]"
Movie,2019,TV-PG,70,[3523],[54],"[17, 31]"
Movie,2017,R,89,[2451],"[102, 154]","[26, 28]"
Movie,2017,TV-MA,80,[3488],[54],"[13, 25, 28]"
Movie,2016,TV-MA,93,[2361],[131],"[8, 23]"
Movie,2016,TV-MA,62,"[1246, 2614]",[54],"[5, 19]"
Movie,2016,PG-13,98,[3453],[54],[20]
Movie,2019,R,90,[3135],[54],[30]
Movie,2018,R,93,[1961],[7],[34]
Movie,2016,PG-13,105,[311],[54],[23]
Movie,2017,TV-MA,118,[1211],[54],"[15, 34]"
Movie,2004,TV-PG,141,[792],[86],"[8, 20]"
Movie,2019,TV-G,86,[3502],[117],"[4, 17]"
Movie,2017,TV-14,86,[2702],[143],"[8, 26]"
Movie,2018,TV-MA,105,[1929],"[59, 160]","[2, 8, 26]"
Movie,2018,R,124,[3147],[54],"[13, 15, 23]"
Movie,2018,TV-MA,105,[298],"[52, 102]",[20]
Movie,2018,TV-MA,44,[1129],[89],"[8, 26]"
Movie,2018,TV-14,91,[3336],[54],"[13, 23]"
Movie,2017,TV-MA,94,[1065],[66],"[8, 23, 24]"
Movie,2016,TV-PG,92,[1767],[54],[20]
Movie,2015,,60,[424],[0],[18]
Movie,2015,,60,[424],[0],[18]
Movie,2014,TV-14,113,[1266],[143],"[8, 23, 24]"
Movie,2018,TV-MA,82,[485],[0],"[27, 33]"
Movie,2015,TV-14,141,[2674],[143],"[8, 23, 24]"
Movie,2015,TV-MA,107,[1266],[0],"[8, 23]"
Movie,2019,PG-13,126,[1965],"[7, 87, 102, 130]",[23]
Movie,2018,TV-14,95,[802],[7],[7]
Movie,2011,R,78,[2290],[71],"[8, 25]"
Movie,2018,TV-PG,22,[1231],[83],[18]
Movie,2012,TV-MA,95,[534],[71],"[8, 34]"
Movie,2015,TV-MA,82,[3567],[71],"[13, 33]"
Movie,2014,TV-MA,89,[3428],[71],"[8, 13, 23]"
Movie,2017,TV-Y7,84,"[1510, 3475]",[154],"[17, 31]"
Movie,2016,R,103,[2200],"[102, 131]",[20]
Movie,2016,TV-Y7,22,[3537],"[59, 90, 159]",[18]
Movie,2015,NR,115,[805],[66],"[0, 8, 34]"
Movie,2016,TV-14,88,[1274],[54],[29]
Movie,2003,PG,87,[2873],"[54, 108]","[17, 31]"
Movie,2013,TV-Y7-FV,78,[3046],"[54, 130]","[17, 31]"
Movie,2013,TV-Y,73,[2452],"[59, 160]",[17]
Movie,2010,TV-G,72,[2452],"[32, 117, 161]",[17]
Movie,2018,TV-14,155,[1303],[56],"[8, 31, 34]"
Movie,2015,R,119,[1733],"[28, 32, 88, 137, 139]","[8, 24, 26]"
Movie,2017,TV-14,142,[1818],[86],"[8, 24, 26]"
Movie,2017,TV-MA,78,[390],"[83, 102]","[25, 28]"
Movie,2016,TV-14,112,[1299],"[102, 154]",[20]
Movie,2016,UR,90,[3108],[54],"[23, 28]"
Movie,2016,PG-13,88,[1882],[54],"[0, 26, 28]"
Movie,2019,TV-PG,25,[3581],"[54, 58]","[8, 20]"
Movie,2018,TV-MA,90,[335],[86],"[8, 23, 28]"
Movie,2017,TV-14,85,[1101],[54],[12]
Movie,2017,TV-MA,69,[1309],[7],[29]
Movie,2016,TV-PG,100,[2896],[101],"[2, 9, 26]"
Movie,2017,TV-PG,85,[1101],[54],"[24, 26]"
Movie,2016,NR,86,[3024],[54],"[23, 28]"
Movie,2016,NR,94,[827],[54],[26]
Movie,2014,TV-MA,26,[0],[54],[18]
Movie,2017,R,94,[483],[154],"[15, 34]"
Movie,2017,TV-MA,97,[1874],[54],"[23, 24]"
Movie,2015,TV-MA,60,[883],[54],[29]
Movie,1988,TV-PG,48,"[3034, 3069]",[54],[18]
Movie,2019,TV-MA,63,[3015],[54],[29]
Movie,2018,TV-MA,85,[1087],[86],"[8, 13, 23]"
Movie,2018,TV-Y7,29,[2518],[54],"[17, 31]"
Movie,2014,R,96,[1010],"[85, 99, 102]",[34]
Movie,2015,TV-G,47,[2455],[154],[17]
Movie,2014,TV-Y,73,"[40, 3082]","[54, 85]","[17, 31]"
Movie,2010,PG-13,119,[1237],[54],"[23, 24]"
Movie,2018,TV-MA,136,"[121, 515, 569, 658, 1090, 1399, 1675, 1678, 2123, 2740, 2844]",[107],"[2, 26, 28]"
Movie,2015,R,120,[3096],"[7, 36, 90, 92, 102, 160]","[8, 23, 32]"
Movie,2017,TV-14,101,[181],[54],[20]
Movie,2018,TV-14,137,[1902],[86],"[2, 8, 26]"
Movie,2014,TV-PG,27,"[545, 1290]",[54],"[17, 31]"
Movie,2014,R,112,[790],[54],"[13, 23]"
Movie,2014,R,112,[3580],"[32, 36, 102, 154]","[2, 26]"
Movie,2011,PG-13,107,[3044],"[54, 139]","[23, 24]"
Movie,2018,TV-MA,153,[1421],[54],[19]
Movie,2014,PG-13,123,[2825],"[7, 90, 102]","[23, 24]"
Movie,2017,NR,129,[1335],"[75, 150]","[8, 34]"
Movie,2016,TV-MA,105,[933],[54],[23]
Movie,2016,NR,88,[32],[54],[20]
Movie,2016,TV-MA,88,[1708],[54],[23]
Movie,2016,TV-14,86,[1799],[54],[20]
Movie,2016,R,110,[2726],"[102, 154]",[23]
Movie,2015,TV-14,134,[2205],[86],"[2, 8, 26]"
Movie,2001,TV-14,185,[2433],[86],"[2, 8, 26]"
Movie,2015,TV-14,174,[929],[86],"[2, 8, 26]"
Movie,2006,TV-MA,169,[2433],[86],"[8, 34]"
Movie,2011,TV-14,148,[2433],"[36, 86]","[8, 27, 34]"
Movie,2013,TV-14,135,[2917],[0],"[2, 31, 34]"
Movie,2011,TV-MA,135,[3496],[86],"[13, 33]"
Movie,2019,TV-PG,89,[3553],[0],"[8, 17, 31]"
Movie,2007,TV-14,119,[221],[86],"[2, 8, 26]"
Movie,2017,TV-14,81,[437],"[54, 76]","[4, 8, 20]"
Movie,2017,TV-14,98,[2012],[143],"[8, 24, 26]"
Movie,2010,TV-14,135,[261],[86],"[8, 13, 23]"
Movie,2004,TV-14,185,[2433],[86],"[2, 8, 34]"
Movie,2009,TV-14,156,[929],[86],"[8, 23, 24]"
Movie,2017,TV-MA,104,[301],[93],"[2, 8, 26]"
Movie,2008,TV-14,139,[427],[86],"[8, 23, 27]"
Movie,1998,TV-PG,77,"[80, 1230, 1659]",[54],[17]
Movie,2012,TV-MA,140,[221],[86],"[8, 13, 23]"
Movie,2001,TV-Y7,60,[1753],[0],"[17, 31]"
Movie,2018,TV-MA,65,[494],[0],"[8, 20, 27]"
Movie,2011,TV-PG,154,[929],[86],"[2, 8, 26]"
Movie,2018,TV-PG,90,[2986],[54],"[15, 17]"
Movie,2017,TV-PG,84,[276],[63],"[24, 33]"
Movie,2018,TV-14,78,[0],[0],"[20, 27]"
Movie,2018,TV-MA,79,[291],[0],"[20, 27]"
Movie,2018,TV-PG,73,[0],[0],"[20, 27]"
Movie,2018,TV-MA,83,[291],[0],"[20, 27]"
Movie,2017,TV-14,83,[1644],[82],"[8, 20]"
Movie,2015,TV-MA,87,[158],[7],[26]
Movie,2018,TV-MA,145,[1414],[86],"[8, 13, 23]"
Movie,2008,TV-MA,143,[3489],[86],"[8, 13, 25]"
Movie,2015,PG-13,90,[1387],[54],[30]
Movie,2016,TV-MA,92,[1910],[54],"[26, 28]"
Movie,2015,TV-MA,81,[1327],[86],"[8, 20, 32]"
Movie,2017,TV-PG,105,[3232],[54],"[8, 23, 24]"
Movie,2016,TV-MA,91,[313],[86],"[8, 13, 23]"
Movie,2017,TV-MA,111,[2868],[54],[20]
Movie,2015,R,103,[626],"[15, 54]",[20]
Movie,2016,TV-MA,118,[1908],[86],"[8, 23]"
Movie,2016,TV-MA,148,[803],[86],"[2, 8, 34]"
Movie,2017,TV-14,88,[2249],[0],"[8, 20]"
Movie,2017,TV-MA,75,[1777],[86],"[8, 23, 28]"
Movie,2017,TV-14,89,[1566],[86],"[8, 23, 28]"
Movie,2017,TV-14,128,[3188],[86],"[2, 8, 26]"
Movie,2017,PG-13,86,[1193],[54],"[26, 28]"
Movie,2013,TV-MA,83,"[21, 454]",[86],"[8, 25]"
Movie,2015,TV-MA,109,[1428],"[45, 102, 135]","[2, 8, 26]"
Movie,1999,R,111,[2791],[131],"[2, 8, 26]"
Movie,2017,TV-14,40,[564],[54],"[4, 16, 34]"
Movie,2015,NR,93,[1521],[125],"[8, 26]"
Movie,2015,TV-14,98,[1463],[7],"[4, 20]"
Movie,2015,TV-14,29,[3564],[86],"[8, 20]"
Movie,2016,TV-PG,88,[460],"[32, 36, 101]","[8, 23, 28]"
Movie,2015,NR,93,[213],"[85, 89]","[2, 26, 28]"
Movie,2015,TV-MA,70,[2393],[61],[23]
Movie,2015,NR,77,[197],[49],"[8, 20, 27]"
Movie,2018,R,135,[1632],"[102, 131]","[8, 23, 28]"
Movie,2018,PG-13,109,"[89, 429]","[47, 102]","[2, 9, 34]"
Movie,2016,TV-MA,81,[1100],[54],"[4, 20]"
Movie,2019,R,129,[1015],[54],"[2, 34]"
Movie,2016,TV-MA,99,[363],[143],"[8, 26]"
Movie,2017,TV-MA,100,[3560],[143],"[8, 24, 26]"
Movie,2016,TV-MA,110,[1266],[143],"[8, 24, 26]"
Movie,2018,TV-14,107,[2400],[0],"[8, 23, 24]"
Movie,2012,R,94,[2081],"[32, 102, 154]",[25]
Movie,2019,TV-14,95,[1447],[84],"[13, 33]"
Movie,2018,TV-14,89,[363],[0],"[13, 33]"
Movie,2019,TV-MA,65,[3280],[7],[29]
Movie,2018,TV-PG,35,"[67, 2038]",[54],[20]
Movie,2017,TV-MA,70,[430],[54],[29]
Movie,2016,TV-MA,108,[1544],[7],[26]
Movie,2016,TV-MA,106,"[1803, 1930]","[32, 49]","[8, 23]"
Movie,2017,NR,106,[2670],"[7, 27, 134]",[23]
Movie,2013,PG-13,83,[1371],[54],[20]
Movie,2016,TV-MA,31,"[1867, 2429]",[131],[29]
Movie,2014,PG,103,[403],"[7, 102]","[17, 31]"
Movie,2013,PG,100,[3201],[54],"[4, 16, 17]"
Movie,2019,TV-14,143,[1056],"[85, 86, 102, 139]","[8, 23]"
Movie,2015,R,86,[2748],[154],[34]
Movie,2018,TV-MA,68,[430],[0],[29]
Movie,2016,TV-MA,81,[1865],[117],[25]
Movie,2017,R,94,[2910],[54],[25]
Movie,2016,TV-14,83,[3604],[54],[20]
Movie,2015,TV-14,120,[1041],[54],"[31, 34]"
Movie,2017,TV-14,101,[1268],[133],"[8, 26]"
Movie,2019,TV-MA,60,[1424],[54],[29]
Movie,2016,TV-MA,107,[1920],"[83, 102]","[13, 25]"
Movie,2016,R,110,[2680],[117],[30]
Movie,2017,TV-MA,86,"[1207, 1887]",[54],"[20, 32]"
Movie,2016,NR,73,[666],[54],"[4, 20]"
Movie,2019,PG,86,[3362],[54],"[17, 27, 31]"
Movie,1998,PG-13,82,[866],[54],"[14, 26]"
Movie,2002,PG-13,94,[3095],[54],"[31, 34]"
Movie,1997,PG-13,90,[3095],[54],[26]
Movie,1999,PG-13,95,[3095],[54],"[15, 31, 34]"
Movie,2019,TV-14,127,[3491],[86],"[8, 24, 26]"
Movie,2014,R,93,[3281],[54],"[13, 23]"
Movie,2019,TV-MA,94,[382],[63],"[8, 13, 23]"
Movie,2019,TV-14,120,[2397],[86],"[8, 24, 26]"
Movie,2005,R,117,[3093],[54],"[23, 27, 28]"
Movie,2019,TV-MA,108,[3382],[117],"[8, 20]"
Movie,2017,TV-14,135,[278],[86],"[8, 23, 24]"
Movie,2016,TV-14,111,[0],[86],"[8, 23, 24]"
Movie,2017,TV-14,134,[2772],[7],"[2, 8, 26]"
Movie,2002,R,104,[2278],[54],[29]
Movie,1996,R,131,[331],[54],"[13, 23]"
Movie,2018,TV-PG,137,[2990],[86],"[8, 23, 24]"
Movie,2012,PG-13,86,[1937],"[19, 48, 139]","[8, 20, 27]"
Movie,2017,R,93,[1580],"[54, 85]","[13, 23, 28]"
Movie,2019,TV-14,103,[3427],[0],"[2, 8, 17]"
Movie,2005,PG,93,[156],[54],[17]
Movie,2006,R,151,[3562],[54],"[13, 23]"
Movie,2017,R,104,"[336, 1801]",[54],"[4, 23, 28]"
Movie,2017,TV-14,133,[2654],[86],"[2, 8, 26]"
Movie,2019,TV-MA,95,"[1122, 1419]",[59],"[8, 20, 27]"
Movie,2015,TV-MA,126,[2338],"[3, 146, 152]","[8, 13, 23]"
Movie,2011,TV-14,122,[1869],"[75, 150]","[8, 23, 24]"
Movie,2009,TV-MA,87,[3282],[144],"[13, 33]"
Movie,2018,TV-14,73,[786],[131],"[8, 20]"
Movie,2018,TV-MA,98,[572],"[27, 28, 72, 92]","[8, 23, 24]"
Movie,2013,TV-MA,130,[2619],"[45, 144]","[8, 31, 34]"
Movie,2018,TV-14,99,"[2206, 3314]",[7],"[4, 8, 20]"
Movie,2014,TV-14,105,[2590],[144],"[8, 24, 26]"
Movie,2014,TV-14,110,[2063],[86],"[2, 8, 26]"
Movie,2018,TV-14,81,[2095],[148],"[8, 23]"
Movie,2011,TV-PG,115,[2619],[144],"[8, 24, 26]"
Movie,2014,TV-14,113,[2619],"[45, 144]","[8, 24, 26]"
Movie,2015,TV-14,146,[1850],[117],"[2, 8, 34]"
Movie,2015,TV-MA,118,"[1661, 3393]","[45, 102, 144]","[8, 34]"
Movie,2004,PG-13,122,[1568],[54],"[14, 15, 34]"
Movie,2016,TV-MA,109,[748],"[75, 150]","[2, 8, 34]"
Movie,2018,TV-Y7-FV,68,[1079],[0],"[17, 31]"
Movie,2009,TV-PG,117,[1869],[144],"[8, 24, 26]"
Movie,2018,TV-Y,23,[0],[0],[18]
Movie,2010,TV-MA,95,[2016],[144],"[8, 31, 34]"
Movie,2017,TV-14,124,[1175],[86],"[8, 23]"
Movie,2017,TV-MA,90,[0],[54],"[4, 20]"
Movie,2013,TV-MA,96,[1981],[144],"[8, 26]"
Movie,2008,TV-MA,96,[1417],[75],"[8, 23]"
Movie,2008,PG-13,123,[1389],[54],"[23, 24]"
Movie,2018,PG,85,"[310, 1600]",[54],"[2, 17]"
Movie,2017,TV-Y,26,"[724, 1904]",[54],[18]
Movie,2017,TV-14,123,[667],[86],"[8, 23, 28]"
Movie,2017,TV-PG,113,[0],[7],"[8, 20]"
Movie,2017,TV-MA,92,[2295],[125],"[8, 20, 32]"
Movie,2017,TV-Y7,46,[0],[54],"[17, 27, 31]"
Movie,2015,TV-14,124,[980],[86],"[8, 23]"
Movie,2017,TV-14,81,"[99, 1612]",[7],"[8, 20, 32]"
Movie,2010,TV-MA,97,[2886],"[86, 102]","[8, 13, 25]"
Movie,2017,TV-Y7-FV,81,[2186],"[58, 86]",[17]
Movie,2017,TV-14,119,"[779, 3287]","[32, 36, 39]","[8, 23, 28]"
Movie,1980,TV-14,149,"[849, 3589]",[54],[23]
Movie,2013,TV-MA,106,[1128],"[86, 123]","[8, 23, 28]"
Movie,2015,TV-14,140,[1109],[154],"[8, 26, 27]"
Movie,2012,TV-MA,121,[1772],"[7, 134]","[8, 27, 34]"
Movie,2017,TV-MA,87,[2210],[54],[20]
Movie,2016,TV-MA,99,[1656],"[12, 111]","[13, 15, 33]"
Movie,2017,TV-MA,96,"[1966, 2410]",[54],[20]
Movie,2016,TV-PG,56,[2767],[54],"[4, 20]"
Movie,2014,NR,89,[687],[86],"[8, 23]"
Movie,2013,TV-PG,24,[2754],[54],[23]
Movie,2015,NR,100,[1058],[53],"[8, 26]"
Movie,2015,TV-MA,116,[2456],[86],"[8, 13, 23]"
Movie,2015,R,101,[283],[54],"[23, 28]"
Movie,2016,NR,92,[910],[54],"[2, 26, 28]"
Movie,1979,TV-MA,79,[850],[54],[29]
Movie,2016,TV-Y7,67,[250],"[54, 69]",[17]
Movie,2016,NR,72,[2479],[86],"[8, 23, 28]"
Movie,2016,TV-Y7,96,[1263],"[83, 102]","[6, 35]"
Movie,2015,TV-Y,72,"[1083, 1194]",[54],"[17, 31]"
Movie,2015,TV-14,78,"[2089, 2093]",[117],"[8, 20]"
Movie,2010,TV-PG,26,[3181],[54],"[17, 31]"
Movie,2019,TV-14,66,[1793],[0],[29]
Movie,2018,TV-MA,107,[873],[86],"[8, 23, 28]"
Movie,2019,TV-Y7,46,"[309, 1259]",[54],"[17, 31, 32]"
Movie,2019,TV-MA,96,[236],[0],"[4, 20]"
Movie,2018,TV-MA,104,[2967],"[66, 129]","[8, 13, 23]"
Movie,2018,TV-PG,92,[3266],[54],[20]
Movie,2017,TV-MA,88,[135],[54],[34]
Movie,2011,PG,91,[3176],[54],"[17, 31]"
Movie,2018,TV-MA,80,[1277],[54],[20]
Movie,2018,TV-MA,103,[2067],[54],"[25, 28]"
Movie,1992,R,62,[2549],[54],[29]
Movie,2019,TV-14,117,[946],[86],"[13, 33]"
Movie,2019,TV-14,76,[726],[54],[20]
Movie,2016,TV-MA,67,[3535],[54],[29]
Movie,2017,TV-MA,165,[3075],[86],"[2, 8, 34]"
Movie,2017,TV-MA,166,[3075],[86],"[2, 8, 34]"
Movie,2017,TV-MA,166,[3075],[86],"[2, 8, 34]"
Movie,2015,TV-14,159,[3075],[86],"[2, 8, 34]"
Movie,2015,TV-14,160,[3075],[86],"[2, 8, 34]"
Movie,2015,TV-14,159,[3075],[86],"[2, 8, 34]"
Movie,2014,TV-14,93,[1000],[148],"[8, 24, 26]"
Movie,2016,TV-MA,95,[2118],[54],[25]
Movie,2015,TV-PG,114,[3249],[63],"[2, 8, 26]"
